emp_id,review_link,review_title,review_rating,emp_info,review_time,pros,cons
empReview_40539800,/Reviews/Employee-Review-Glassdoor-RVW40539800.htm,Great Job,5.0," Account Executivein Chicago, IL","Jan 12, 2021","Great product, great pay incentives, great leadership, overall great job",Putting in sales deals was way too complicated of a process
empReview_33116886,/Reviews/Employee-Review-Glassdoor-RVW33116886.htm,"Great people, poor leadership",4.0, Account Executive,"May 11, 2020",The people are truly awesome. Everyone has the opportunity to thrive and get rewarded for doing so.,"Aside from the Chief Sales Officer, there is no clear direction/confidence at the top of the org. Strategy has been changed several times. Company is lead by a CEO with zero experience who is unqualified to lead a company through a pandemic. He came from Linkedin and has a Harvard Degree, which is what got him the job."
empReview_13294730,/Reviews/Employee-Review-Glassdoor-RVW13294730.htm,I found my dream job helping others find theirs,5.0," Data Scientistin Mill Valley, CA","Jan 12, 2017","Glassdoor is a great place for career growth, making friends, and experiencing new foods. I love our dog friendly office. It's so fun! We're also right beside the ocean which is just beautiful. One of my favorite parts about Glassdoor is our employer's emphasis on employee wellness and work life balance. Unlimited PTO allows me to take sick days without stress and the freedom to work my own hours lets me schedule my day how I like it. We also have a personal trainer on-site 3 days a week. I'm obsessed with her class. But my favorite part about working for Glassdoor is I enjoy showing up to work every day. Although I have the option to work from home some days if I like (I have a long commute), I love coming to the office because my co-workers are my friends. We also have standing desks: major plus. I love you Glassdoor!","I make below market pay, but for me, a job is SO MUCH MORE THAN SALARY. I love my job which is worth more than any amount of money. Don't get me wrong, I still make good money, I just could be making even more. Glassdoor pays decent :)"
empReview_33142851,/Reviews/Employee-Review-Glassdoor-RVW33142851.htm,Horrible end to a great ride,3.0," Senior Account Managerin Chicago, IL","May 12, 2020","People: My teammates and leaders were some of the most incredible people I've met. Being in the office surrounded by coworkers I considered my friends felt too good to be true. Every manager I had as well as my director were outstanding leaders, senior leadership on the other hand would fall under the cons. 

Opportunities: Account Managers typically don't spend more than a year and a half in seat before being promoted. Glassdoor also gave me the chance to work with leaders and provide input to help improve rep work flow and the client experience.","Deceptive: We had constantly asked for clarity around the future of Glassdoor & Indeed. We were blatantly lied to and told that the future plans in question would absolutely not happen. Fast forward a few months and 300 of us are laid off. Our CEO blamed this on COVID while it was later made to seem that this would have happened eventually for the exact reasons we were assured would never happen, and COVID just expedited it. I could not be more frustrated to know that I might still have a job if it weren't for the future plans with Indeed. Glassdoor speaks so highly of valuing its employees but ever since Robert stepped down as CEO that feeling left with him. Glassdoor has grown immensely throughout the years and it was only a matter of time before it made the shift from an enjoyable unique culture to your standard money hungry organization

Unorganized: Glassdoors internal processes are a hot mess. I have no idea how this company has been around for 10+ years and has yet to figure out an efficient way to renew clients. They are constantly restructuring the job description of Account Managers and Customer Success and the clients are the ones who are suffering. Getting promoted and transitioning to a new book is beyond sloppy for the rep and client, getting paid out on spiffs always takes 2 months longer than they promise, and anytime another department is looped into an email chain, you can guarantee you or the client will need to follow up at least 3 times to get an answer. I'm not sure if there's a part of this org that I could confidently say runs smoothly."
empReview_32411388,/Reviews/Employee-Review-Glassdoor-RVW32411388.htm,Incredibly lucky I found Glassdoor,5.0, Enterprise Account Manager,"Mar 18, 2020","Glassdoor is an open, fun, innovative place. You're heard and respected here. They have amazing pay and even cover 100% of your benefits and 90% of your spouse! It was one of the best decisions of my life to join Glassdoor.","Things change quickly, which is a good thing for me. But if you're someone who doesn't adapt well to a consistently shifting industry, I would recommend looking elsewhere."
empReview_34246292,/Reviews/Employee-Review-Glassdoor-RVW34246292.htm,"Talented People, Bright Future",5.0," Anonymous Employeein Chicago, IL","Jul 15, 2020","Reason #1 to work at Glassdoor is the People -- my colleagues are the type of people who make me excited to come to work and solve problems collaboratively. I genuinely enjoy the people I work across all departments.

Reason #2 to work at Glassdoor is the Mission -- Glassdoor enables the type of transparency that helps people find jobs they love and, in turn, improve their lives. Glassdoor employees are united in this effort and, personally, I feel a strong connection to this mission. This is noble work to be doing, now more than ever. 

Reason #3 to work at Glassdoor is the Future -- Glassdoor is the leading platform for workplace transparency and employer branding. As the world becomes more transparent, and job seekers continue to expect information about potential employers before they accept a job offer, I fully expect that our value to both employees and employers will only continue to grow.","We experienced significant layoffs just two months ago, and are in the thick of a substantial restructure as a result. To say it is an unprecedented time in Glassdoor's history is no understatement. 

Things are changing rapidly, and not in the normal ""startup"" way. We've been asked to bring a new level of adaptability to work each day, and not every type of person is up for this type of work. 

There's a long and winding road ahead so if you do join us, buckle up and bring your best."
empReview_34286251,/Reviews/Employee-Review-Glassdoor-RVW34286251.htm,A great place for opportunities,5.0," Lead Front End Engineerin San Francisco, CA","Jul 17, 2020","Transparency is taken to another level here. 
There's lots of room for career growth, and all the managers that I've worked with are always trying to help you grow.

Since covid, Glassdoor was one of the first companies to mandate a work from home, and has been super supportive about flexibility and everyone's situation.","The team structure is constantly changing (which can be a good thing as well), so don't get used to your team, as it will probably change within the next year."
empReview_36045321,/Reviews/Employee-Review-Glassdoor-RVW36045321.htm,My job is to help others find a job they love!,5.0," Senior Software Engineering Managerin San Francisco, CA","Sep 16, 2020","* Great people - i know cliche - but love the tech pool and challenges we solve everyday
* Right level of empowerment and accountability! 
* Great values and benefits!","If I have to nitpick - would say as orgs have grown, it has created a bit of silos across B2B and B2C orgs."
empReview_35798407,/Reviews/Employee-Review-Glassdoor-RVW35798407.htm,No Transparency,1.0," Customer Successin Chicago, IL","Sep 10, 2020",Great benefits and a nice office space.,"Leadership is horrendous and no one seemed to know what was going on and where the direction the company was heading. For a company that prides themselves on transparency, Glassdoor handled mass layoffs extremely poorly. Glassdoor also lacks communication across teams and in general teams did not work together cohesively. Just a few weeks before laying off around 300 people in May, Glassdoor wasted everyones time by moving forward with an annual sales kick off meeting called SKO in which they reassured employees their positions are safe during the hardships of COVID-19. Glassdoor is a lackluster company and ultimately felt like a sinking ship. Don't waste your time applying to this company- there are much better companies out there that actually value their employees."
empReview_36625124,/Reviews/Employee-Review-Glassdoor-RVW36625124.htm,Tough Year For Glassdoor But The Future Looks Promising,4.0, National Account Manager,"Oct 2, 2020","Great team of people who truly care about this jobs and mission of the company. Glassdoor hires talented people who they believe can meet/exceed expectations and allows them to run their book like its their own business. You are encouraged to speak your mind, be passionate and creative.",The company has gone through a tremendous about of change over the past 24 months. From being acquired to massive layoffs and new organizational partnerships has created a significant challenge. Eager to see what the future holds for Glassdoor.
empReview_47668621,/Reviews/Employee-Review-Glassdoor-RVW47668621.htm,Great,4.0, Anonymous Employee,"May 30, 2021",I loved it it was great,There are zero cons thankfully
empReview_33146053,/Reviews/Employee-Review-Glassdoor-RVW33146053.htm,Lost Sight of Company Values,2.0," Customer Successin Mill Valley, CA","May 12, 2020",The people. My team was amazing and everyone was so hard working and easy to work with. My manager was always positive and provided ample guidance and learning opportunities.,"Lost sight of the company’s core value, transparency. Pretty ironic for a company that stresses other companies be transparent.

When I first started at Glassdoor in the summer of 2019, I took the job mainly because it was so close to my home in Marin. The idea of a 15 minute commute in the Bay Area was a dream come true. About a month later after I joined, we were told we were moving to a new office in San Francisco in the fall of 2020. It felt like a bait and switch. This was never mentioned in any of the multiple interviews for the job but at least I’ll be close to home for some time before the move. We were told they would maintain the Mill Valley office for Marin residents for some time before the lease ended on the building, so I was relieved. But a contact in the Workplace Experience team said that the Mill Valley office was going to accommodate management and executives, not all Mill Valley residents. Thus begins the journey into lack of transparency.

Shortly into 2020, many of us were told we were being re-classified as hourly employees and our unlimited PTO was abruptly taken from us. There was an hour long meeting where this was positioned as a legal move that was actually in our best interest. But we all saw through that. Those who took very little time off and were planning a big trip or honeymoon were just left in the lurch. After some bad reviews, a few people leaving the company, and some harsh (but warranted feedback), our PTO was reinstated around March. This eventually did not matter at all as 300 people were laid off in the weeks following.

When COVID-19 became a threat to the market and industry, we were told from the onset that we had enough capital to avoid layoffs, that other companies were downsizing. But not us. Throughout February, March, and April we were told our jobs are safe. Even at our sales kick off event, they brought in our chief economist to tell us that we are “weathering the storm” and are positioned to avoid layoffs. This was in mid-April. Fast forward to May 7th where we find an all hands meeting on our calendars with zero notice. In that meeting we were told 300 people, about 30% of the workforce, was being laid off. It was shocking and completely out of left field after what we had been told for months. The icing on the cake was the follow up meeting where we could not ask any questions where our VP said a bunch of corporate speak. There was no exit interview, nothing. Just booted to the curb. Layoffs like this are not just split second decisions, this had to have been considered for some time. So we were lied to and given the false hope, likely for weeks or months, that our jobs were safe. People who have been with the company for years, top performers, and just all around hard working, honest people just lost their jobs in the blink of an eye.

Our CEO. He brags about company culture and the important work we’re doing when things were going well. But in moments of crisis or when asked difficult questions, he can’t speak with any sort of confidence. It was pretty easy to tell when we were not being told the full truth. Again, layoffs don’t just get decided without any sort of planning. So he kept telling us that our work is more important than ever all the while steps are being taken to cut the work force behind closed doors."
empReview_33100133,/Reviews/Employee-Review-Glassdoor-RVW33100133.htm,An unfortunate end but great experience,5.0," Account Executivein Chicago, IL","May 9, 2020",Company really led with its' values to the very bitter end. It was a great thing until the layoffs.,"There weren't any real cons other than the seismic shifts that were happening with the business regarding its partnership with its parents company. It felt like that a lot of the values that the company was supposed to lead with was also being dictated by the needs of the parent company at times. Timelines for internal promotions were seldom truthful because of business needs. Otherwise, I want nothing more than Glassdoor to weather this storm to the best it can."
empReview_45792673,/Reviews/Employee-Review-Glassdoor-RVW45792673.htm,Overall a great place to work at!,4.0," Senior Machine Learning Engineerin San Francisco, CA","Apr 20, 2021","Great work life balance, flexibility and nice team",Recent strategy shifts have impacted the ML team negatively
empReview_34057332,/Reviews/Employee-Review-Glassdoor-RVW34057332.htm,A good company with great culture that supported it's employees,5.0," Senior Account Executivein Mill Valley, CA","Jul 5, 2020","A lot of opportunity for personal growth, great coworkers both in office and abroad, lots of internal support in terms of programs and tools. I worked at Glassdoor pre-COVID but admire how they supported their employees transition to other career paths when things got hard","Hard path to promotion , culture fit goes a long way"
empReview_11147089,/Reviews/Employee-Review-Glassdoor-RVW11147089.htm,A Breath of Fresh Air,5.0," Anonymous Employeein Chicago, IL","Jul 6, 2016","There's so many good things that Glassdoor is doing right now to keep true to company culture while continuing to expand and grow. 
1. Work/life balance is amazing. 
2. The growing team in Chicago has hit the ground running and is working tirelessly to make Chicago the next big staple for Glassdoor and it's very fun to be apart of that.
3. Management here really cares about you and your career growth here.
4. Lots of free food and snacks.
5. Working for a company where people truly believe and value the what they're selling makes so much difference. There's so much passion for Glassdoor and that really shows across the board.","There aren't too many true cons I can think of right now. Everything I would consider a con would fall under the ""growing pains"" category. Expect there to be a learning curve with the job and a learning curve with the whole Chicago operation, it only started in January 2016. We can't have dogs in the office would be the only true con I can think of."
empReview_40631394,/Reviews/Employee-Review-Glassdoor-RVW40631394.htm,Great sales position,5.0," Sales Development Representative (SDR)in Chicago, IL","Jan 13, 2021",flexible hours and great environment,Chicago office closed from the pandemic
empReview_37940714,/Reviews/Employee-Review-Glassdoor-RVW37940714.htm,"Still a great place to work, but still some things to work on",4.0," Supervisorin Uniontown, OH","Nov 3, 2020","The move to work from home has been awesome. The teams all the way to the execs have made the transition from working in the office to working from home pretty seamless. I also enjoy the fact that we can now work from anywhere. While I did not enjoy working from home initially, I have found myself to be just as if not more productive on most days. Along with that, allowing us the opportunity to move to different states is an awesome perk for those who want to take advantage of that. 

The stipend that was given for us to buy office supplies was clutch. I was able to buy a brand new desk that has made my home office a much more comfortable place to work. I thought the amount was more than generous and was greatly appreciated.

My team is awesome. We don't take things too seriously, but also work hard and collaboratively to get things done","I am not a fan of how slowly things move within the engineering department. This is due to the many bugs that occur on what seems to be on a daily basis with the admin side of the site. It appears that resources in the engineering department are slim and things do not get addresses as quickly as they should. It seems like there is more of an emphasis to push out new products than there is fixing our existing products. While I appreciate trying new things and trying to move forward, a lot of times the tools that we currently work with need fixing before moving on to something else. This slows down productivity for a lot of people within C&C and is frustrating to see a new product coming out when we don't even have a handle on the old ones or even something new that was already released that still might not function correctly. A lot of these things just feel like ""hurry up and wait"" situations. Hurry to push new things and then wait for them to actually work correctly. Again, this is referring to things on the admin side.

Also, I hate Workday. I would prefer a less complicated and more intuitive employee management system. I was given a small crash course on how to use this from a managerial standpoint that I still don't know how much of it works. When we are given new instructions on new things we have to do, the instructions infrequently match up with what I see in WD and don't function as the instructions say they should. Every time I have to do something new in WD, I already anticipate some sort of issue and most of the time I do end up with an issue."
empReview_33137045,/Reviews/Employee-Review-Glassdoor-RVW33137045.htm,How does Glassdoor's executive team sleep at night?,1.0," Anonymous Employeein Chicago, IL","May 12, 2020","Glassdoor was a great place to work for a long time, but it turns out the old saying ""all good things must end"" is very true here.","For a company selling products to help other company's with their employer brand, Glassdoor's brand is trash. They told us every day ""we are fine"" ""you don't have to worry about us cutting jobs"" then one morning we all get a random meeting on our calendars, the CEO tells us this was unavoidable and we are laying off 300 people, then he answers absolutely NO questions about the layoff, ends the call leaving everyone waiting 20 mins to find out if they have a job or not. The way Glassdoor handled this will be a stain on their employer brand for a long time. You showed no integrity when letting 30% of your workforce go and a complete lack of empathy is apailing. Try harder, we deserved better."
empReview_33263798,/Reviews/Employee-Review-Glassdoor-RVW33263798.htm,Will always have a special place in my heart,5.0," Senior Account Executivein Mill Valley, CA","May 19, 2020","The amount of growth opportunity Glassdoor provides is amazing and the leadership truly values their employees. I was unfortunately let go due to COVID, but they handled the situation as best they could. Great culture and overall amazing place to work","Fear that it'll never be the same place to work at after the massive layoff. Culture will take a huge hit which was a big part of what made Glassdoor so special. Also, not sure if the new CEO is ready for the new role."
empReview_39766811,/Reviews/Employee-Review-Glassdoor-RVW39766811.htm,Decent place to work,4.0," Account Executivein Chicago, IL","Dec 23, 2020","Modern office facilities
Benefits package is very competitive 
Vast variety of tools and softwares used to help sales people","Poor training
Very Cliquey 
“Success in volume” when it comes to sales calls"
empReview_33136047,/Reviews/Employee-Review-Glassdoor-RVW33136047.htm,a cloudy glass door,2.0," Salesin Chicago, IL","May 12, 2020","- the people, bar none. this was what made Glassdoor unique and often times when I thought I could see myself leaving, the relationships, people and culture kept me there

- upward mobility - there was great opportunity to move up within the org if you're performing, indeed.

- benefits + reward - with upward mobility came comp increase and exceeding quota was quite generous and appreciated. benefits were also a perk","- transparency, what we were all about - had once been a pillar quickly became the opposite, indeed. there was no communication around direction other than ""we're a branding company now."" not much of a plan for the company through these times but leadership clearly already had plans in the works. there was never a mention of layoffs once and 300 people were cut off from anything Glassdoor related within 5 hours! quite harsh, indeed

- product innovation - in my 3 years being in direct sales, there was no product innovation. I had sold the same product each year. innovation actually became a new part of the GRIT culture but it seemed to be a few years too late as once a pandemic hit & recession was on the brink, our product was one of the first cut from client's budget --- overall, very curious to see how innovation is incorporated into future product plans because we saw minimal over the last 3 years

- sales operations - books were finalized anywhere from 4 to 6 weeks in Q1. as the timer for quota started, books were far off from being settled. sales requests were rarely completed in timely manner... seemed like a lack of headcount and resources able to get the job done as the current SOPs team worked tirelessly day in and day out

**what was a pro early on, Recruit Holdings, became a con. same parent company as Indeed, the writing was on the wall and we're seeing it all unfold a bit quicker than we expected"
empReview_40318568,/Reviews/Employee-Review-Glassdoor-RVW40318568.htm,"Quotas impossible to hit, have burned almost all accounts, no innovation on product, c",2.0," Account Executivein Chicago, IL","Jan 8, 2021",Culture was okay I guess,"Quotas impossible to hit, have burned almost all accounts with 1000 emails, no innovation on product - LinkedIn and Indeed crush them. Terrible office location. Shouldn’t have been hiring so many people just to lay them off"
empReview_4431772,/Reviews/Employee-Review-Glassdoor-RVW4431772.htm,right place at the right time.... the 5 stars are aligned,5.0," Enterprise Salesin Sausalito, CA","Jun 18, 2014","killer office in one of the most beautiful locations in the world (yes, if you live in the city, you have to drive over one of the 7 modern wonders of the world on your commute. Is that so bad for free lunch, gym, hiking trails, great people, great culture, and watching sea planes land while you work?). 
Meritocracy. Put in good, hard, smart work and you will be rewarded. Sales leadership has worked toward creating opportunities for career growth & financial success across all levels. Promotions happen often & there is a constant focus on learning and development. Constant collaboration among reps is a beautiful thing.
Our mission is clear and we eat our own cooking. Everyone is focused on making Glassdoor the best place to help employers find the best talent and job seekers find jobs they love -- and we love where we work too.","Comp plans aren't always clear. With our growth plan, it can feel like there are hiring quotas. We're attracting amazing talent, but it seems some decisions are made in haste. 
Be ready for and open to change - all the time. 
Dogs in the office and an open floor plan can make for a crazy environment. A steep investment in noise canceling headphones is needed to maintain sanity on the sales floor (some of the dogs are awfully cute though). 
It would be nice to see some more promotions & females in management/leadership."
empReview_42579218,/Reviews/Employee-Review-Glassdoor-RVW42579218.htm,Burned Out,3.0, GTM,"Feb 16, 2021",Good benefits and fun people,"It's been non-stop since March 2020, and we're all feeling it. That said, management's response to that thus far has been 'just push thru it' with no real action being taken"
empReview_33186831,/Reviews/Employee-Review-Glassdoor-RVW33186831.htm,Very very disappointing,3.0," Customer Successin Chicago, IL","May 14, 2020","The people: The people were the singular reason I stayed at Glassdoor for so long. I love the people I met and it was the best work environment I could ask for!! I loved being able to go to work with coworkers who turned into my friends every single day. 

The office: Really nice updated office in Fulton Market, with free snacks, great views, an amazing rooftop, and free gym. No free parking, unfortunately. 

Career progression: Although unclear at times, I will say Glassdoor did see value in its employees and did hire within a lot. In my time there I had seen at least 10+ people get promoted, including myself, and it was great to see that. 

Benefits: Great health benefits, free food, bonuses, gyms in offices, dogs in office(Mill Valley office), unlimited PTO - however, they took this away for a month and then gave it back. 

I did learn a lot about myself personally and professionally at Glassdoor. It was definitely a great stepping stone in my career, and I will always remember my time at Glassdoor and think of it as mostly positive.

Although laid off, the severance package is one of the best I have seen.","Glassdoor will never be the same. The only good thing about it was the people and most of the good ones are gone. They're probably merging with Indeed - I mean selling profiles to clients for thousands and thousands of dollars isn't going to cut it forever. 

Transparency: Funny this is at the core of their business model, right? 300 people were laid off with no warning. A whole org, gone. They let go a whole org with no warning, and we’re really supposed to believe this was not planned after weeks of reassurance we were going to be ok during COVID. Doesn't seem totally transparent to me. 

Pay discrepancy: Where do I even begin? Throughout my years at Glassdoor there was never a clear reason as to why the pay discrepancy was so vast on my team. People in the same role making 20k more than others, and the professional pay scale they used to determine our pay had the incorrect job description. Also, pay in general is on the lower side. 

Senior Management: 
There is one leader in senior management for CS that should not be there. They have made MANY employees cry on multiple occasions and do not know how to have difficult conversations with empathy. They are simply rude. CS senior leadership was never fully transparent behind why changes were made. I am honestly not even sure what they did all day bc it was most definitely not making the org any better.

The role: There was NEVER a clear idea of the split of work between CS and sales. CS of course got blamed for everything and a Sales director was quoted saying “I wish I could blow up all of CS and start over”.. Really??? They would measure us on KPI’s that they set that didn't even make sense based on our scope of work, and then present those KPI’s in meetings in front of the whole org. Not to mention most of the reports for those KPI’s were broken. The whole CSS team was always overworked, undervalued, unrecognized, and underpaid."
empReview_36003904,/Reviews/Employee-Review-Glassdoor-RVW36003904.htm,people don't buy what you do they buy why you do it,4.0, Sales,"Sep 15, 2020","I'll admit feedback fatigue has been very real for me here at glassdoor, but that feedback has not come without purpose. we're back to what the old glassdoor was all about - it's messy as hell right now and that's okay. one thing is clear though; glassdoor is back to being an engine for progress. 

from that, i've gotten back in touch with an old familiar friend. something this salty, overstayed-their-welcome individual hasn't spoken of in a while...

- 'pride' - 

pride for...
-the hours i put in
-the people i surround myself with
-in what each sale means and every dollar does
-us taking chances and risks again, not chasing competition but chasing progress
-defending free speech
-aspiring to create an inclusive society, challenging the status quo
-seeing us challenge conversations around privilege and race
-working to support gender equality and supporting gender identity

that all is in-and-of-itself worthy of my pride. i don't work here because it's easy, im proud to be here because it is hard. the result is growth. so daps n pounds to you glassdoor for going for woke, not broke, in all of the above.

some other aspects im particularly fond of:

-employee safety and wellness - we acted quickly and before many companies to move to WFH amidst a growing pandemic. since then, we've had various support groups, up-leveled communications to keep people informed, and genuine efforts (even if not perfect) to keep people engaged. I applaud the workplace experience team's efforts. 

-D&I - we're on a mission now people. our product is evolving to encompass more D&I transparency for employers and we're first on the list of companies acknowledging that we have growing to do. it's refreshing to see us admit our flaws but already be hard at work to create a safe space for all. our employee resource groups led by Jacob Little have been eye opening. i knew nothing before and through this team i've been more exposed to how i can be a socially responsible global citizen. it's in its infancy but has so much potential. 

*on the above - if you are black, latino, asian, indigenous, LGBTQ - you have allies here. we've got work to do, and we're extremely imperfect, but we've got you.","the layoff and restructure was the single most taxing and emotionally draining experience of my professional career. there is a scar tissue that i dont believe will fade. it sucked. the whole experience can go kick rocks and the mess that it created has spawned more uncertainty that is hard to navigate. however, i do believe that the time and energy spent to get through that restructure a more prosperous future.

i don't want to do that again and it's going to take me a while to get back to the output and productivity i once had. amidst all that, we struggle and continue to have an achilles heel in sales with good old fashioned communication and prioritization. what do we need to get done today, this week, this month - how are we gonna do it and who's owning it? ok. go. we have far too many internal meetings, deliberations and shifting messages. distill it down and keep it simple, especially for us on the front lines. it's been at times chaotic and other times mind numbing. the amount of problems we've had to solve for stacks miles high and people are tired.

then again we're doing something we've never had to do before; lay-off 300 people, pick up the pieces, and move the company in a new direction. it's not easy. but we did slack on the fundamentals and that slowed us down significantly.

someone once said:

“great leaders are the ones who think beyond “short term” versus “long term.” They are the ones who know that it is not about the next quarter or the next election; it is about the next generation.”

deep down though i know that despite all the frustrating and agonizing days that were this summer, they were meant to set our next generation up for something good. if you're reading this and you did something at some time to have someone's back to protect, coach, develop or counsel a colleague, direct report or peer through all of this, know you're appreciated. i speak for all of them."
empReview_44116063,/Reviews/Employee-Review-Glassdoor-RVW44116063.htm,Good company to work for,4.0," Software Engineerin Mill Valley, CA","Mar 16, 2021","Good learning . 
Good opportunities . 
good colleagues","Nothing at the moment . 
No stock options to th employees"
empReview_45222901,/Reviews/Employee-Review-Glassdoor-RVW45222901.htm,Internship,4.0," Internin Los Angeles, CA","Apr 8, 2021","Great people, good benefits, learned a lot.","None, good work life balance, freedom."
empReview_33712022,/Reviews/Employee-Review-Glassdoor-RVW33712022.htm,Love my job,5.0," Anonymous Employeein Chicago, IL","Jun 15, 2020","Glassdoor's culture is unmatched. In a year or so I've worked here, I have met some of my closest friends, learned a ton, and have had so many good times. While we, unfortunately, lost many talented and amazing employees in May due to COVID, moving forward leadership has been very transparent about the future of Glassdoor.","Hopefully, we can continue to work on innovation in our products so that Glassdoor will remain a top site for candidates to use to research a potential employer."
empReview_34246452,/Reviews/Employee-Review-Glassdoor-RVW34246452.htm,A lot of potential but serious work to do,3.0," Anonymous Employeein Mill Valley, CA","Jul 15, 2020","- Great culture
- Work/life balance
- Friendly and intelligent coworkers
- Pretty interesting work","- Unclear future
- Shifting strategies
- Process-heavy at times
- Slow to get meaningful work done
- Product lacks innovation
- Compensation and benefits could be better
- Rich get richer with promotions, i.e. it seems like the same prototypes of people get promoted while others are forgotten (maybe this is intentional)
- Not always walking the walk with transparency"
empReview_47880811,/Reviews/Employee-Review-Glassdoor-RVW47880811.htm,Best company,1.0, Software Engineer,"Jun 3, 2021","Transparent, upholds intregity and future focused",None that I have come across so far
empReview_43094267,/Reviews/Employee-Review-Glassdoor-RVW43094267.htm,Great company culture,4.0," Senior Managerin Mill Valley, CA","Feb 25, 2021","Smart, hard working employees passionate about the mission and grateful to be part of a great company culture",Challenges around product development and advancement caused frustration amongst various departments
empReview_44698870,/Reviews/Employee-Review-Glassdoor-RVW44698870.htm,Ok place to start your career,3.0," Technical Services Specialistin Mill Valley, CA","Mar 28, 2021",people and culture are solid,very low pay and mediocre benefits
empReview_11546732,/Reviews/Employee-Review-Glassdoor-RVW11546732.htm,"We're growing up, and I'm proud",5.0," Director of Product Managementin Mill Valley, CA","Aug 12, 2016","When I started here a few years ago, we were a scrappy startup, flying by the seat of our pants, growing like crazy, and moving a million miles an hour. It was fun, but it was a mess. As someone who cares deeply about the success of this company, and about our mission, I'm really glad to see us being more measured, judicious, organized, and efficient.

Also, when I joined, the product vision was controlled by a clique of the ""OG"" leaders who had been with the company since the very early days. As we've grown up, we've hired more outsiders into product leadership roles, and developed more of a diversity of opinions. When this change started, people were scared. But it's clear that having more smart people collaborating is making us stronger and smarter and more creative.

I've never been more excited about the stuff I'm working on here than I am right now, and I've never been more optimistic about Glassdoor's future.","The transition to being a grown-up company has been trying at times. Even though we're changing for the better, change is always hard. And some people are unhappy about it (click the ""Ratings Trends"" link next to the star rating above -- looks pretty bad these days). The real turbulence is happening in the sales org and not product/engineering, so I can't really speak to it. On the tech side, we're humming. But churn/turnover, and a small, vocal group of unhappy sales people does take a real toll on everyone's morale."
empReview_34239488,/Reviews/Employee-Review-Glassdoor-RVW34239488.htm,"The company's heart is in the right place, but can we deliver?",4.0, Anonymous Employee,"Jul 15, 2020",Glassdoor has been great at navigating through this difficult period of chance (both externally and internally). I appreciate my co-workers and the transparency from the leadership team. I'm also excited to focus on our strength: informing employers of how their brand is perceived.,One word: execution. I've seen so many fantastic product demonstrations that fizzle out somewhere along the line and never make it to market. We need to innovate faster rather than just launch features our competitors successfully launched years ago.
empReview_44398841,/Reviews/Employee-Review-Glassdoor-RVW44398841.htm,So so,3.0," Anonymous Employeein New York, NY","Mar 22, 2021",There are Interesting people to work with.,Lack of transparency and values for the product.
empReview_35116132,/Reviews/Employee-Review-Glassdoor-RVW35116132.htm,Stay away from Glassdoor marketing,1.0," Marketingin Mill Valley, CA","Aug 20, 2020",People are awesome. Sadly many great people have left or are planning to. Life-work balance isn’t too bad but it goes in cycles.,"Leadership has no clue what they are doing. The strategy shift became a weekly norm. Part of it was influenced by COVID-19 and our partnership with Indeed but it’s also because marketing leaders have no clue how marketing should operate. There’s a clear lack of experience and vision. People are hugely disappointed.

We are incredibly good at designing internal presentations. More time is spent promoting oneself among your peers than thinking how marketing could contribute to the business. If that’s your career goal -- spend hours on building internal presentations -- come work for Glassdoor marketing team."
empReview_33122077,/Reviews/Employee-Review-Glassdoor-RVW33122077.htm,Plenty of potential but heartless leaders,2.0," Customer Success Managerin Chicago, IL","May 11, 2020","The people are smart and down to earth. My team was incredible. In my experience, my manager really cared about my development, provided actionable feedback, and was always supportive and encouraging. I had work life balance and while we worked from home during COVID-19, our people team went above and beyond to provide anything we needed.","Where do I begin? The last year at Glassdoor has been a complete mess for Customer Success. Culture turned into nothing but gossiping and complaining. Even our Sales counterparts would make constant comments about how bad we had it. In hindsight, it was warranted because eventually it all blew up once the pandemic hit. Senior management is BAD, particularly in CS, and they are aware. They've shared our feedback of them and it's pitiful. They completely lack compassion in every single decision they make and constantly miss the mark. It started to become clear in the last few months that Glassdoor was really lacking vision and the ability to reinvent. Site traffic was down and our customers were bored with our offerings. CS superstars started finding new jobs/leaving. In addition, internally, there were many smaller announcements and decisions being made that were red flags to me. It felt like they were trying to cut costs in any way they could. An example would be, in Customer Success, they announced a re-classfication of employees changed us to hourly workers, and took away unlimited PTO (with no comparable alternative). This was all under the guise that it was ""legally required"" and ""in our best interest"" (so that we could get overtime). We all saw right through it. The announcement was tone deaf and dishonest. Teams started challenging the decision and then some were able to get reclassified and after feedback, they magically were able to bring unlimited PTO back (shocker) shortly before layoffs (meaning they would not owe us much if any vacation time). This is the constant theme of leadership, both in CS and company wide. There is always some shady motive to every decision. The fact that they were able to determine a layoff of 1/3 of the workforce was necessary so soon tells me all I need to know about the future of Glassdoor. They haven't been able to reinvent themselves and I'm sure it's only a matter of time before they are one with Indeed. 

I would have the same feedback if I weren't laid off."
empReview_37442774,/Reviews/Employee-Review-Glassdoor-RVW37442774.htm,Caring people and mission,5.0," Senior Product Designerin San Francisco, CA","Oct 21, 2020","Great mission
Transparency
Caring, smart, passionate people",None to state for now
empReview_34241237,/Reviews/Employee-Review-Glassdoor-RVW34241237.htm,Good place to work,5.0," Team Leadin Chicago, IL","Jul 15, 2020","- Very transparent from the top down
- Intelligent and caring colleagues
- Exciting work
- Fair review process","- Compensation and benefits could and should be better
- Must manage your own work/life balance, it can be exhausting
- Lack of documented processes
- Collaborative overload"
